"total_revenue","day","month","time","con_time","category","price","mean_temp","seemean","precipitation","cold_sc","flu_sc","pneumonia_sc","coronavirus_sc","sell_sequence","rank_seq_mean","rank_brand","brand","code_name"
2296000,"4","11","22",0.931,"7",118,4.4,2.2,12.743,0.159,0.283,0.322,0.014,1,1,1,"100372","201172"
5755000,"4","11","22",0.944,"7",118,4.4,2.3333,12.743,0.159,0.283,0.322,0.014,2,3,1,"100372","201172"
4943000,"4","11","22",0.931,"7",218,4.4,2.2,12.743,0.159,0.283,0.322,0.014,1,1,1,"100372","201180"
17550000,"4","11","22",0.944,"7",218,4.4,2.3333,12.743,0.159,0.283,0.322,0.014,2,3,1,"100372","201180"
8049000,"4","11","22",0.931,"7",248,4.4,2.2,12.743,0.159,0.283,0.322,0.014,1,1,1,"100372","201182"
16080000,"4","11","22",0.944,"7",248,4.4,2.3333,12.743,0.159,0.283,0.322,0.014,2,3,1,"100372","201182"
4383000,"4","11","22",0.931,"7",148,4.4,2.2,12.743,0.159,0.283,0.322,0.014,1,1,1,"100372","201184"
4381000,"4","11","22",0.944,"7",148,4.4,2.3333,12.743,0.159,0.283,0.322,0.014,2,3,1,"100372","201184"
595000,"4","11","22",0.931,"7",168,4.4,2.2,12.743,0.159,0.283,0.322,0.014,1,1,1,"100372","201187"
3911000,"4","11","22",0.944,"7",168,4.4,2.3333,12.743,0.159,0.283,0.322,0.014,2,3,1,"100372","201187"
31400000,"4","11","22",0.917,"3",64.8,4.4,1.6667,12.743,0.159,0.283,0.322,0.014,3,6,425,"100483","201460"
57901000,"4","11","22",0.917,"3",60.8,4.4,1.6667,12.743,0.159,0.283,0.322,0.014,3,6,425,"100483","201461"
32560000,"5","11","22",0.931,"5",39.8,3.1,2.2905,15.364,0.143,0.28,0.294,0.017,1,1,487,"100074","200199"
53541000,"5","11","22",0.944,"5",39.8,3.1,1.0905,15.364,0.143,0.28,0.294,0.017,2,3,487,"100074","200199"
22778000,"5","11","22",0.917,"3",178,3.1,0.3714,15.364,0.143,0.28,0.294,0.017,3,6,493,"100448","201383"
8689000,"5","11","22",0.917,"3",158,3.1,0.3714,15.364,0.143,0.28,0.294,0.017,3,6,493,"100448","201384"
40280000,"5","11","22",0.917,"3",168,3.1,0.3714,15.364,0.143,0.28,0.294,0.017,3,6,493,"100448","201390"
19885000,"5","11","22",0.917,"3",148,3.1,0.3714,15.364,0.143,0.28,0.294,0.017,3,6,493,"100448","201391"
11777000,"6","11","22",0.931,"6",1200,2,0.0524,4,0.149,0.25,0.28,0.015,1,1,1,"100148","200411"
11777000,"6","11","22",0.944,"6",1200,2,0.0857,4,0.149,0.25,0.28,0.015,2,3,1,"100148","200411"
37696000,"6","11","22",0.931,"6",1700,2,0.0524,4,0.149,0.25,0.28,0.015,1,1,1,"100148","200412"
8304000,"6","11","22",0.944,"6",1700,2,0.0857,4,0.149,0.25,0.28,0.015,2,3,1,"100148","200412"
13815000,"6","11","22",0.931,"6",2840,2,0.0524,4,0.149,0.25,0.28,0.015,1,1,1,"100148","200413"
20483000,"6","11","22",0.944,"6",2840,2,0.0857,4,0.149,0.25,0.28,0.015,2,3,1,"100148","200413"
47742000,"6","11","22",0.917,"6",1499,2,0.001,4,0.149,0.25,0.28,0.015,3,6,491,"100155","200489"
86444000,"6","11","22",0.917,"6",1359,2,0.001,4,0.149,0.25,0.28,0.015,3,6,491,"100155","200556"
38375000,"7","11","22",0.917,"6",1200,4.6,0.1238,4.233,0.154,0.211,0.232,0.009,3,6,1,"100148","200411"
84627000,"7","11","22",0.917,"6",1700,4.6,0.1238,4.233,0.154,0.211,0.232,0.009,3,6,1,"100148","200412"
54707000,"7","11","22",0.917,"6",2840,4.6,0.1238,4.233,0.154,0.211,0.232,0.009,3,6,1,"100148","200413"
10644000,"7","11","22",0.931,"10",548,4.6,1.7619,4.233,0.154,0.211,0.232,0.009,1,1,495,"100205","200735"
15179000,"7","11","22",0.944,"10",548,4.6,0.9714,4.233,0.154,0.211,0.232,0.009,2,3,495,"100205","200735"
9961000,"7","11","22",0.931,"10",598,4.6,1.7619,4.233,0.154,0.211,0.232,0.009,1,1,495,"100205","200737"
8307000,"7","11","22",0.944,"10",598,4.6,0.9714,4.233,0.154,0.211,0.232,0.009,2,3,495,"100205","200737"
8999000,"7","11","22",0.931,"10",648,4.6,1.7619,4.233,0.154,0.211,0.232,0.009,1,1,495,"100205","200739"
19745000,"7","11","22",0.944,"10",648,4.6,0.9714,4.233,0.154,0.211,0.232,0.009,2,3,495,"100205","200739"
36194000,"1","12","22",0.917,"6",1499,5.3,0.001,2.86,0.12,0.22,0.219,0.008,2,3,491,"100155","200489"
40223000,"1","12","22",0.931,"6",1499,5.3,0.0381,2.86,0.12,0.22,0.219,0.008,3,6,491,"100155","200489"
61865000,"1","12","22",0.917,"6",1359,5.3,0.001,2.86,0.12,0.22,0.219,0.008,2,3,491,"100155","200556"
47275000,"1","12","22",0.931,"6",1359,5.3,0.0381,2.86,0.12,0.22,0.219,0.008,3,6,491,"100155","200556"
50000,"1","12","22",0.944,"10",1690,5.3,0.0286,2.86,0.12,0.22,0.219,0.008,1,1,345,"100373","201188"
50000,"1","12","22",0.944,"10",1290,5.3,0.0286,2.86,0.12,0.22,0.219,0.008,1,1,422,"100373","201191"
3245000,"1","12","22",0.944,"10",1490,5.3,0.0286,2.86,0.12,0.22,0.219,0.008,1,1,422,"100373","201192"
3309000,"1","12","22",0.944,"10",1520,5.3,0.0286,2.86,0.12,0.22,0.219,0.008,1,1,345,"100373","201193"
50000,"1","12","22",0.944,"10",1120,5.3,0.0286,2.86,0.12,0.22,0.219,0.008,1,1,422,"100373","201196"
50000,"1","12","22",0.944,"10",1320,5.3,0.0286,2.86,0.12,0.22,0.219,0.008,1,1,422,"100373","201197"
6138000,"2","12","22",0.931,"2",119,1.6,0.001,0.538,0.161,0.348,0.334,0.014,1,1,476,"100099","200277"
19187000,"2","12","22",0.944,"2",119,1.6,0.001,0.538,0.161,0.348,0.334,0.014,2,3,476,"100099","200277"
18139000,"2","12","22",0.931,"2",119,1.6,0.001,0.538,0.161,0.348,0.334,0.014,1,1,476,"100099","200278"
35339000,"2","12","22",0.944,"2",119,1.6,0.001,0.538,0.161,0.348,0.334,0.014,2,3,476,"100099","200278"
96832000,"2","12","22",0.917,"5",54,1.6,0.001,0.538,0.161,0.348,0.334,0.014,3,6,1,"100327","201031"
92322000,"3","12","22",0.917,"6",1499,0.4,0.081,1.129,0.144,0.321,0.304,0.014,3,6,491,"100155","200489"
83635000,"3","12","22",0.917,"6",1359,0.4,0.081,1.129,0.144,0.321,0.304,0.014,3,6,491,"100155","200556"
16448000,"3","12","22",0.931,"3",218,0.4,0.001,1.129,0.144,0.321,0.304,0.014,1,1,496,"100837","202467"
20534000,"3","12","22",0.944,"3",218,0.4,0.3048,1.129,0.144,0.321,0.304,0.014,2,3,496,"100837","202467"
2393000,"3","12","22",0.931,"3",208,0.4,0.001,1.129,0.144,0.321,0.304,0.014,1,1,496,"100837","202470"
7866000,"3","12","22",0.944,"3",208,0.4,0.3048,1.129,0.144,0.321,0.304,0.014,2,3,496,"100837","202470"
2279000,"3","12","22",0.931,"3",198,0.4,0.001,1.129,0.144,0.321,0.304,0.014,1,1,496,"100837","202473"
4516000,"3","12","22",0.944,"3",198,0.4,0.3048,1.129,0.144,0.321,0.304,0.014,2,3,496,"100837","202473"
7870000,"3","12","22",0.931,"3",208,0.4,0.001,1.129,0.144,0.321,0.304,0.014,1,1,496,"100837","202480"
25065000,"3","12","22",0.944,"3",208,0.4,0.3048,1.129,0.144,0.321,0.304,0.014,2,3,496,"100837","202480"
125168000,"4","12","22",0.917,"6",489,2.2,0.5429,0.567,0.148,0.293,0.322,0.015,3,6,491,"100150","200427"
50000,"4","12","22",0.931,"6",1890,2.2,0.001,0.567,0.148,0.293,0.322,0.015,1,1,259,"100157","200492"
50000,"4","12","22",0.944,"6",1890,2.2,0.2429,0.567,0.148,0.293,0.322,0.015,2,3,259,"100157","200492"
5414000,"4","12","22",0.931,"6",1790,2.2,0.001,0.567,0.148,0.293,0.322,0.015,1,1,259,"100157","200493"
5414000,"4","12","22",0.944,"6",1790,2.2,0.2429,0.567,0.148,0.293,0.322,0.015,2,3,259,"100157","200493"
12013000,"4","12","22",0.931,"6",1990,2.2,0.001,0.567,0.148,0.293,0.322,0.015,1,1,259,"100157","200494"
17949000,"4","12","22",0.944,"6",1990,2.2,0.2429,0.567,0.148,0.293,0.322,0.015,2,3,259,"100157","200494"
50000,"4","12","22",0.931,"6",1800,2.2,0.001,0.567,0.148,0.293,0.322,0.015,1,1,259,"100157","200559"
50000,"4","12","22",0.944,"6",1800,2.2,0.2429,0.567,0.148,0.293,0.322,0.015,2,3,259,"100157","200559"
50000,"4","12","22",0.931,"6",1700,2.2,0.001,0.567,0.148,0.293,0.322,0.015,1,1,259,"100157","200560"
50000,"4","12","22",0.944,"6",1700,2.2,0.2429,0.567,0.148,0.293,0.322,0.015,2,3,259,"100157","200560"
50000,"4","12","22",0.931,"6",1900,2.2,0.001,0.567,0.148,0.293,0.322,0.015,1,1,259,"100157","200561"
5745000,"4","12","22",0.944,"6",1900,2.2,0.2429,0.567,0.148,0.293,0.322,0.015,2,3,259,"100157","200561"
29322000,"5","12","22",0.931,"6",899,-2.4,0.001,1.65,0.162,0.311,0.317,0.017,1,1,1,"100091","200249"
26570000,"5","12","22",0.944,"6",899,-2.4,0.7762,1.65,0.162,0.311,0.317,0.017,2,3,1,"100091","200249"
20690000,"5","12","22",0.917,"6",1200,-2.4,0.1333,1.65,0.162,0.311,0.317,0.017,3,6,1,"100148","200411"
42754000,"5","12","22",0.917,"6",1700,-2.4,0.1333,1.65,0.162,0.311,0.317,0.017,3,6,1,"100148","200412"
21198000,"5","12","22",0.917,"6",2840,-2.4,0.1333,1.65,0.162,0.311,0.317,0.017,3,6,1,"100148","200413"
78781000,"6","12","22",0.917,"5",39.8,-4.4,2.3714,1.45,0.138,0.289,0.289,0.013,3,6,487,"100074","200199"
20154000,"6","12","22",0.931,"6",1499,-4.4,0.4571,1.45,0.138,0.289,0.289,0.013,1,1,491,"100155","200489"
28174000,"6","12","22",0.944,"6",1499,-4.4,0.001,1.45,0.138,0.289,0.289,0.013,2,3,491,"100155","200489"
29114000,"6","12","22",0.931,"6",1359,-4.4,0.4571,1.45,0.138,0.289,0.289,0.013,1,1,491,"100155","200556"
40036000,"6","12","22",0.944,"6",1359,-4.4,0.001,1.45,0.138,0.289,0.289,0.013,2,3,491,"100155","200556"
11189000,"7","12","22",0.944,"2",119,-1,0.5143,0.323,0.124,0.247,0.221,0.013,1,1,476,"100099","200277"
18705000,"7","12","22",0.944,"2",119,-1,0.5143,0.323,0.124,0.247,0.221,0.013,1,1,476,"100099","200278"
12051000,"7","12","22",0.917,"6",1200,-1,0.3143,0.323,0.124,0.247,0.221,0.013,2,3,1,"100148","200411"
33098000,"7","12","22",0.931,"6",1200,-1,0.3143,0.323,0.124,0.247,0.221,0.013,3,6,1,"100148","200411"
42882000,"7","12","22",0.917,"6",1700,-1,0.3143,0.323,0.124,0.247,0.221,0.013,2,3,1,"100148","200412"
42882000,"7","12","22",0.931,"6",1700,-1,0.3143,0.323,0.124,0.247,0.221,0.013,3,6,1,"100148","200412"
21198000,"7","12","22",0.917,"6",2840,-1,0.3143,0.323,0.124,0.247,0.221,0.013,2,3,1,"100148","200413"
14013000,"7","12","22",0.931,"6",2840,-1,0.3143,0.323,0.124,0.247,0.221,0.013,3,6,1,"100148","200413"
54692000,"1","12","22",0.917,"5",39.8,0.1,2.1381,0,0.119,0.254,0.196,0.008,5,2,487,"100074","200199"
62705000,"1","12","22",0.931,"5",39.8,0.1,1.6,0,0.119,0.254,0.196,0.008,6,5,487,"100074","200199"
13970000,"1","12","22",0.944,"3",218,0.1,0.2857,0,0.119,0.254,0.196,0.008,1,1,496,"100837","202467"
2393000,"1","12","22",0.944,"3",208,0.1,0.2857,0,0.119,0.254,0.196,0.008,1,1,496,"100837","202470"
4516000,"1","12","22",0.944,"3",198,0.1,0.2857,0,0.119,0.254,0.196,0.008,1,1,496,"100837","202473"
12559000,"1","12","22",0.944,"3",208,0.1,0.2857,0,0.119,0.254,0.196,0.008,1,1,496,"100837","202480"
35697000,"2","12","22",0.917,"6",1200,3.4,0.1714,1.088,0.163,0.479,0.332,0.013,3,6,1,"100148","200411"
68234000,"2","12","22",0.917,"6",1700,3.4,0.1714,1.088,0.163,0.479,0.332,0.013,3,6,1,"100148","200412"
21198000,"2","12","22",0.917,"6",2840,3.4,0.1714,1.088,0.163,0.479,0.332,0.013,3,6,1,"100148","200413"
50000,"2","12","22",0.931,"10",1690,3.4,0.001,1.088,0.163,0.479,0.332,0.013,1,1,345,"100373","201188"
3645000,"2","12","22",0.944,"10",1690,3.4,0.001,1.088,0.163,0.479,0.332,0.013,2,3,345,"100373","201188"
50000,"2","12","22",0.931,"10",1290,3.4,0.001,1.088,0.163,0.479,0.332,0.013,1,1,422,"100373","201191"
2787000,"2","12","22",0.944,"10",1290,3.4,0.001,1.088,0.163,0.479,0.332,0.013,2,3,422,"100373","201191"
6382000,"2","12","22",0.931,"10",1490,3.4,0.001,1.088,0.163,0.479,0.332,0.013,1,1,422,"100373","201192"
12714000,"2","12","22",0.944,"10",1490,3.4,0.001,1.088,0.163,0.479,0.332,0.013,2,3,422,"100373","201192"
50000,"2","12","22",0.931,"10",1520,3.4,0.001,1.088,0.163,0.479,0.332,0.013,1,1,345,"100373","201193"
3309000,"2","12","22",0.944,"10",1520,3.4,0.001,1.088,0.163,0.479,0.332,0.013,2,3,345,"100373","201193"
4795000,"2","12","22",0.931,"10",1120,3.4,0.001,1.088,0.163,0.479,0.332,0.013,1,1,422,"100373","201196"
2423000,"2","12","22",0.944,"10",1120,3.4,0.001,1.088,0.163,0.479,0.332,0.013,2,3,422,"100373","201196"
50000,"2","12","22",0.931,"10",1320,3.4,0.001,1.088,0.163,0.479,0.332,0.013,1,1,422,"100373","201197"
22353000,"2","12","22",0.944,"10",1320,3.4,0.001,1.088,0.163,0.479,0.332,0.013,2,3,422,"100373","201197"
16009000,"3","12","22",0.917,"7",198,6.9,1,1.823,0.14,0.408,0.307,0.019,3,6,1,"100372","201169"
10444000,"3","12","22",0.917,"7",118,6.9,1,1.823,0.14,0.408,0.307,0.019,3,6,1,"100372","201172"
29012000,"3","12","22",0.917,"7",218,6.9,1,1.823,0.14,0.408,0.307,0.019,3,6,1,"100372","201180"
35060000,"3","12","22",0.917,"7",248,6.9,1,1.823,0.14,0.408,0.307,0.019,3,6,1,"100372","201182"
10696000,"3","12","22",0.917,"7",148,6.9,1,1.823,0.14,0.408,0.307,0.019,3,6,1,"100372","201184"
12123000,"3","12","22",0.917,"7",168,6.9,1,1.823,0.14,0.408,0.307,0.019,3,6,1,"100372","201187"
4420000,"3","12","22",0.931,"6",1620,6.9,1.8619,1.823,0.14,0.408,0.307,0.019,1,1,494,"100575","201776"
17531000,"3","12","22",0.944,"6",1620,6.9,1.181,1.823,0.14,0.408,0.307,0.019,2,3,494,"100575","201776"
50000,"3","12","22",0.931,"6",1110,6.9,1.8619,1.823,0.14,0.408,0.307,0.019,1,1,494,"100575","201777"
9008000,"3","12","22",0.944,"6",1110,6.9,1.181,1.823,0.14,0.408,0.307,0.019,2,3,494,"100575","201777"
50000,"3","12","22",0.931,"6",2660,6.9,1.8619,1.823,0.14,0.408,0.307,0.019,1,1,494,"100575","201778"
7243000,"3","12","22",0.944,"6",2660,6.9,1.181,1.823,0.14,0.408,0.307,0.019,2,3,494,"100575","201778"
4176000,"3","12","22",0.931,"6",1530,6.9,1.8619,1.823,0.14,0.408,0.307,0.019,1,1,494,"100575","201779"
12455000,"3","12","22",0.944,"6",1530,6.9,1.181,1.823,0.14,0.408,0.307,0.019,2,3,494,"100575","201779"
5723000,"3","12","22",0.931,"6",1050,6.9,1.8619,1.823,0.14,0.408,0.307,0.019,1,1,494,"100575","201780"
5696000,"3","12","22",0.944,"6",1050,6.9,1.181,1.823,0.14,0.408,0.307,0.019,2,3,494,"100575","201780"
50000,"3","12","22",0.931,"6",2500,6.9,1.8619,1.823,0.14,0.408,0.307,0.019,1,1,494,"100575","201781"
13568000,"3","12","22",0.944,"6",2500,6.9,1.181,1.823,0.14,0.408,0.307,0.019,2,3,494,"100575","201781"
7076000,"4","12","22",0.931,"2",119,6.5,0.5238,0.375,0.14,0.39,0.303,0.019,1,1,476,"100099","200277"
21223000,"4","12","22",0.944,"2",119,6.5,0.281,0.375,0.14,0.39,0.303,0.019,2,3,476,"100099","200277"
16693000,"4","12","22",0.931,"2",119,6.5,0.5238,0.375,0.14,0.39,0.303,0.019,1,1,476,"100099","200278"
35433000,"4","12","22",0.944,"2",119,6.5,0.281,0.375,0.14,0.39,0.303,0.019,2,3,476,"100099","200278"
96479000,"4","12","22",0.917,"6",1499,6.5,0.7952,0.375,0.14,0.39,0.303,0.019,3,6,491,"100155","200489"
50966000,"4","12","22",0.917,"6",1359,6.5,0.7952,0.375,0.14,0.39,0.303,0.019,3,6,491,"100155","200556"
34780000,"5","12","22",0.931,"5",39.8,0.1,0.0857,0.4,0.14,0.382,0.305,0.02,1,1,487,"100074","200199"
60616000,"5","12","22",0.944,"5",39.8,0.1,0.6619,0.4,0.14,0.382,0.305,0.02,2,3,487,"100074","200199"
53609000,"5","12","22",0.917,"6",1200,0.1,0.001,0.4,0.14,0.382,0.305,0.02,3,6,1,"100148","200411"
85346000,"5","12","22",0.917,"6",1700,0.1,0.001,0.4,0.14,0.382,0.305,0.02,3,6,1,"100148","200412"
98954000,"5","12","22",0.917,"6",2840,0.1,0.001,0.4,0.14,0.382,0.305,0.02,3,6,1,"100148","200413"
8892000,"6","12","22",0.931,"6",1200,1.8,0.1238,1.062,0.142,0.441,0.283,0.019,1,1,1,"100148","200411"
17861000,"6","12","22",0.944,"6",1200,1.8,1.4476,1.062,0.142,0.441,0.283,0.019,2,3,1,"100148","200411"
17351000,"6","12","22",0.931,"6",1700,1.8,0.1238,1.062,0.142,0.441,0.283,0.019,1,1,1,"100148","200412"
38321000,"6","12","22",0.944,"6",1700,1.8,1.4476,1.062,0.142,0.441,0.283,0.019,2,3,1,"100148","200412"
14013000,"6","12","22",0.931,"6",2840,1.8,0.1238,1.062,0.142,0.441,0.283,0.019,1,1,1,"100148","200413"
6777000,"6","12","22",0.944,"6",2840,1.8,1.4476,1.062,0.142,0.441,0.283,0.019,2,3,1,"100148","200413"
96171000,"6","12","22",0.917,"6",1499,1.8,0.5524,1.062,0.142,0.441,0.283,0.019,3,6,491,"100155","200489"
152770000,"6","12","22",0.917,"6",1359,1.8,0.5524,1.062,0.142,0.441,0.283,0.019,3,6,491,"100155","200556"
28120000,"7","12","22",0.917,"6",1499,2.7,0.001,0.747,0.114,0.359,0.217,0.015,3,6,491,"100155","200489"
47333000,"7","12","22",0.917,"6",1359,2.7,0.001,0.747,0.114,0.359,0.217,0.015,3,6,491,"100155","200556"
6246000,"7","12","22",0.931,"7",198,2.7,0.3286,0.747,0.114,0.359,0.217,0.015,1,1,1,"100372","201169"
12707000,"7","12","22",0.944,"7",198,2.7,0.5571,0.747,0.114,0.359,0.217,0.015,2,3,1,"100372","201169"
4150000,"7","12","22",0.931,"7",118,2.7,0.3286,0.747,0.114,0.359,0.217,0.015,1,1,1,"100372","201172"
7112000,"7","12","22",0.944,"7",118,2.7,0.5571,0.747,0.114,0.359,0.217,0.015,2,3,1,"100372","201172"
8435000,"7","12","22",0.931,"7",218,2.7,0.3286,0.747,0.114,0.359,0.217,0.015,1,1,1,"100372","201180"
15600000,"7","12","22",0.944,"7",218,2.7,0.5571,0.747,0.114,0.359,0.217,0.015,2,3,1,"100372","201180"
5361000,"7","12","22",0.931,"7",248,2.7,0.3286,0.747,0.114,0.359,0.217,0.015,1,1,1,"100372","201182"
29978000,"7","12","22",0.944,"7",248,2.7,0.5571,0.747,0.114,0.359,0.217,0.015,2,3,1,"100372","201182"
6420000,"7","12","22",0.931,"7",148,2.7,0.3286,0.747,0.114,0.359,0.217,0.015,1,1,1,"100372","201184"
3145000,"7","12","22",0.944,"7",148,2.7,0.5571,0.747,0.114,0.359,0.217,0.015,2,3,1,"100372","201184"
1282000,"7","12","22",0.931,"7",168,2.7,0.3286,0.747,0.114,0.359,0.217,0.015,1,1,1,"100372","201187"
7857000,"7","12","22",0.944,"7",168,2.7,0.5571,0.747,0.114,0.359,0.217,0.015,2,3,1,"100372","201187"
35208000,"1","12","22",0.931,"6",489,3.5,1.1429,0,0.124,0.352,0.204,0.012,1,1,491,"100150","200427"
96005000,"1","12","22",0.944,"6",489,3.5,0.001,0,0.124,0.352,0.204,0.012,2,3,491,"100150","200427"
83504000,"1","12","22",0.917,"3",218,3.5,0.4,0,0.124,0.352,0.204,0.012,3,6,496,"100837","202467"
14125000,"1","12","22",0.917,"3",208,3.5,0.4,0,0.124,0.352,0.204,0.012,3,6,496,"100837","202470"
18629000,"1","12","22",0.917,"3",198,3.5,0.4,0,0.124,0.352,0.204,0.012,3,6,496,"100837","202473"
77449000,"1","12","22",0.917,"3",208,3.5,0.4,0,0.124,0.352,0.204,0.012,3,6,496,"100837","202480"
20100000,"2","12","22",0.931,"6",1499,6.2,1.181,0.54,0.164,0.664,0.332,0.015,1,1,491,"100155","200489"
24137000,"2","12","22",0.944,"6",1499,6.2,1.7095,0.54,0.164,0.664,0.332,0.015,2,3,491,"100155","200489"
18215000,"2","12","22",0.931,"6",1359,6.2,1.181,0.54,0.164,0.664,0.332,0.015,1,1,491,"100155","200556"
14609000,"2","12","22",0.944,"6",1359,6.2,1.7095,0.54,0.164,0.664,0.332,0.015,2,3,491,"100155","200556"
83951000,"2","12","22",0.917,"7",189,6.2,0.001,0.54,0.164,0.664,0.332,0.015,3,6,441,"100501","201519"
18039000,"3","12","22",0.917,"6",1200,8.1,0.281,4.471,0.162,0.596,0.304,0.022,3,6,1,"100148","200411"
110761000,"3","12","22",0.917,"6",1700,8.1,0.281,4.471,0.162,0.596,0.304,0.022,3,6,1,"100148","200412"
28919000,"3","12","22",0.917,"6",2840,8.1,0.281,4.471,0.162,0.596,0.304,0.022,3,6,1,"100148","200413"
4183000,"3","12","22",0.931,"7",198,8.1,0.001,4.471,0.162,0.596,0.304,0.022,1,1,1,"100372","201169"
7556000,"3","12","22",0.944,"7",198,8.1,0.001,4.471,0.162,0.596,0.304,0.022,2,3,1,"100372","201169"
2966000,"3","12","22",0.931,"7",118,8.1,0.001,4.471,0.162,0.596,0.304,0.022,1,1,1,"100372","201172"
4213000,"3","12","22",0.944,"7",118,8.1,0.001,4.471,0.162,0.596,0.304,0.022,2,3,1,"100372","201172"
6929000,"3","12","22",0.931,"7",218,8.1,0.001,4.471,0.162,0.596,0.304,0.022,1,1,1,"100372","201180"
13859000,"3","12","22",0.944,"7",218,8.1,0.001,4.471,0.162,0.596,0.304,0.022,2,3,1,"100372","201180"
7974000,"3","12","22",0.931,"7",248,8.1,0.001,4.471,0.162,0.596,0.304,0.022,1,1,1,"100372","201182"
12309000,"3","12","22",0.944,"7",248,8.1,0.001,4.471,0.162,0.596,0.304,0.022,2,3,1,"100372","201182"
4308000,"3","12","22",0.931,"7",148,8.1,0.001,4.471,0.162,0.596,0.304,0.022,1,1,1,"100372","201184"
5870000,"3","12","22",0.944,"7",148,8.1,0.001,4.471,0.162,0.596,0.304,0.022,2,3,1,"100372","201184"
1880000,"3","12","22",0.931,"7",168,8.1,0.001,4.471,0.162,0.596,0.304,0.022,1,1,1,"100372","201187"
4740000,"3","12","22",0.944,"7",168,8.1,0.001,4.471,0.162,0.596,0.304,0.022,2,3,1,"100372","201187"
123014000,"4","12","22",0.917,"5",39.8,2.6,0.0714,4.486,0.151,0.566,0.292,0.02,3,6,487,"100074","201007"
13989000,"4","12","22",0.931,"3",218,2.6,0.6952,4.486,0.151,0.566,0.292,0.02,1,1,496,"100837","202467"
29516000,"4","12","22",0.944,"3",218,2.6,0.0238,4.486,0.151,0.566,0.292,0.02,2,3,496,"100837","202467"
3958000,"4","12","22",0.931,"3",208,2.6,0.6952,4.486,0.151,0.566,0.292,0.02,1,1,496,"100837","202470"
7085000,"4","12","22",0.944,"3",208,2.6,0.0238,4.486,0.151,0.566,0.292,0.02,2,3,496,"100837","202470"
3030000,"4","12","22",0.931,"3",198,2.6,0.6952,4.486,0.151,0.566,0.292,0.02,1,1,496,"100837","202473"
12650000,"4","12","22",0.944,"3",198,2.6,0.0238,4.486,0.151,0.566,0.292,0.02,2,3,496,"100837","202473"
10217000,"4","12","22",0.931,"3",208,2.6,0.6952,4.486,0.151,0.566,0.292,0.02,1,1,496,"100837","202480"
18025000,"4","12","22",0.944,"3",208,2.6,0.0238,4.486,0.151,0.566,0.292,0.02,2,3,496,"100837","202480"
2980000,"5","12","22",0.931,"6",1200,0.8,0.001,2.15,0.169,0.562,0.286,0.019,1,1,1,"100148","200411"
18013000,"5","12","22",0.944,"6",1200,0.8,0.8095,2.15,0.169,0.562,0.286,0.019,2,3,1,"100148","200411"
34423000,"5","12","22",0.931,"6",1700,0.8,0.001,2.15,0.169,0.562,0.286,0.019,1,1,1,"100148","200412"
25505000,"5","12","22",0.944,"6",1700,0.8,0.8095,2.15,0.169,0.562,0.286,0.019,2,3,1,"100148","200412"
6777000,"5","12","22",0.931,"6",2840,0.8,0.001,2.15,0.169,0.562,0.286,0.019,1,1,1,"100148","200413"
14013000,"5","12","22",0.944,"6",2840,0.8,0.8095,2.15,0.169,0.562,0.286,0.019,2,3,1,"100148","200413"
52234000,"5","12","22",0.917,"6",1499,0.8,1.4952,2.15,0.169,0.562,0.286,0.019,3,6,491,"100155","200489"
80053000,"5","12","22",0.917,"6",1359,0.8,1.4952,2.15,0.169,0.562,0.286,0.019,3,6,491,"100155","200556"
88195000,"6","12","22",0.917,"4",109.9,-0.6,4.5905,0.133,0.152,0.509,0.269,0.019,3,6,140,"100050","200133"
3645000,"6","12","22",0.931,"10",1690,-0.6,1.8286,0.133,0.152,0.509,0.269,0.019,1,1,345,"100373","201188"
50000,"6","12","22",0.944,"10",1690,-0.6,0.6762,0.133,0.152,0.509,0.269,0.019,2,3,345,"100373","201188"
50000,"6","12","22",0.931,"10",1290,-0.6,1.8286,0.133,0.152,0.509,0.269,0.019,1,1,422,"100373","201191"
5524000,"6","12","22",0.944,"10",1290,-0.6,0.6762,0.133,0.152,0.509,0.269,0.019,2,3,422,"100373","201191"
3216000,"6","12","22",0.931,"10",1490,-0.6,1.8286,0.133,0.152,0.509,0.269,0.019,1,1,422,"100373","201192"
19075000,"6","12","22",0.944,"10",1490,-0.6,0.6762,0.133,0.152,0.509,0.269,0.019,2,3,422,"100373","201192"
3280000,"6","12","22",0.931,"10",1520,-0.6,1.8286,0.133,0.152,0.509,0.269,0.019,1,1,345,"100373","201193"
3280000,"6","12","22",0.944,"10",1520,-0.6,0.6762,0.133,0.152,0.509,0.269,0.019,2,3,345,"100373","201193"
50000,"6","12","22",0.931,"10",1120,-0.6,1.8286,0.133,0.152,0.509,0.269,0.019,1,1,422,"100373","201196"
7104000,"6","12","22",0.944,"10",1120,-0.6,0.6762,0.133,0.152,0.509,0.269,0.019,2,3,422,"100373","201196"
14058000,"6","12","22",0.931,"10",1320,-0.6,1.8286,0.133,0.152,0.509,0.269,0.019,1,1,422,"100373","201197"
16795000,"6","12","22",0.944,"10",1320,-0.6,0.6762,0.133,0.152,0.509,0.269,0.019,2,3,422,"100373","201197"
32200000,"7","12","22",0.931,"5",59,-0.1,0.001,0.413,0.129,0.431,0.225,0.016,1,1,435,"100766","202239"
43453000,"7","12","22",0.944,"5",59,-0.1,0.001,0.413,0.129,0.431,0.225,0.016,2,3,435,"100766","202239"
